"Quarry","Species","LMA_sd_value_rep","Forest","perc.dam_scale","perc.spec_scale","perc.gall_scale","perc.mine_scale","perc.area.dam..mean._scale","wt.perc_C_scale","wt.perc_N_scale","perc.P_scale","lignin.perc_scale","tannin.perc.condenced_scale","phenols.perc_scale","cellulose.perc_scale","trichomes..cm.2._scale","perc.water_scale","div.dam_scale","div.spec_scale","div.gall_scale","div.mine_scale","CN_scale","LMA_scale","trichomes_scale","margin_type_scale"
"HF1901","Acer rubrum",32.32,"Harvard Forest",0.0651649897872967,0.105356328043865,1.71784172917429,0.685876676094834,-0.974792762915528,1.63076764455532,-0.973474046870576,0.723158534219238,-0.0781180117180761,1.01718593063665,-0.469770707911355,-0.0368742289296486,NA,NA,0.767115058017193,0.947638179989068,1.04586661188386,1.70247440306389,3.28036107198281,0.406522356508152,0.68812318193294,0.774900016294131
"HF1901","Betula sp.",13.82,"Harvard Forest",-0.228246428223135,-1.6483910048755,-0.799401580657938,-0.64105529697063,2.23893770769589,1.23694755320487,1.4193660054022,2.37924678052284,0.79834362283545,-1.02639361396066,-1.22648625844625,1.38781188880676,NA,NA,-0.742821086601048,-1.41885930630478,-0.823879393140609,-0.682345823385852,-0.57959578562106,-0.243644030630952,0.68812318193294,0.774900016294131
"HF1901","Fagus grandifolia",8.5,"Harvard Forest",-1.70034498284107,-1.63477707651351,-0.448356280865493,-0.616603680656768,-1.6245252276261,0.823759260640454,-0.0919013960332363,-0.160088530476014,NA,NA,NA,NA,NA,NA,-0.782672773702409,-1.54244814988299,-0.156112962774726,-0.577353737944668,0.689431126467883,-1.18297036621119,0.68812318193294,0.774900016294131
"HF1901","Quercus rubra",11.09,"Harvard Forest",0.91138433129645,0.994805703590822,-0.700134275037201,2.99504322951226,0.0685052449351348,1.7598889859817,1.67124390564144,-0.160088530476014,1.00623056983058,-0.157188308174161,0.473300164770192,0.876600987736636,NA,NA,1.39810010378875,0.878977711334507,-0.289666248847903,1.53748684022774,-0.383198763512057,-0.671470661913483,-1.43358996236029,-1.27305002676893
"HF1902","Acer rubrum",43.05,"Harvard Forest",0.647101325420942,-0.124611010334467,0.845442221415992,-0.345133206465685,-0.525336255069148,-0.260860007341131,-0.469718246392096,0.723158534219238,-0.0781180117180761,1.01718593063665,-0.469770707911355,-0.0368742289296486,NA,NA,0.665271857647048,0.718769951140533,0.255676335950901,0.0375999053536919,0.190884839575798,0.239767539615722,0.68812318193294,0.774900016294131
"HF1902","Betula sp.",15.33,"Harvard Forest",0.190584481276971,-1.6185450837239,-0.808927231938224,-0.750368383669059,0.322343376309515,-0.448085952409381,0.789671254804103,2.37924678052284,0.79834362283545,-1.02639361396066,-1.22648625844625,1.38781188880676,NA,NA,-0.519208842310077,-1.2128779003411,-0.879526595671099,-1.17730851189429,-1.27453909462215,-0.214077573735131,0.68812318193294,0.774900016294131
"HF1902","Fagus grandifolia",9.24,"Harvard Forest",-0.120669997084914,-1.15593329847225,-0.867986264773297,-0.750368383669059,-0.28547086487134,-1.32611107410876,-0.721596146631336,-0.160088530476014,NA,NA,NA,NA,NA,NA,0.262327021399951,-0.123465131022074,-1.19115092984184,-1.17730851189429,-0.473843542946981,-1.20721486086576,0.68812318193294,0.774900016294131
"HF1902","Quercus rubra",9.66,"Harvard Forest",1.06399477930316,0.993355700612918,-0.709713912889622,-0.371976920328851,0.741525611606656,-1.35193534239404,-0.973474046870576,-0.160088530476014,1.00623056983058,-0.157188308174161,0.473300164770192,0.876600987736636,NA,NA,1.22540945968285,1.68001651230438,-0.512255058969864,0.00760216665621091,-0.179248009783477,-0.694828162861181,-1.43358996236029,-1.27305002676893
"HF1903","Acer rubrum",14.38,"Harvard Forest",0.441582750425651,-0.554970323516907,0.503066460935678,-0.623687797119794,0.0219294410132302,0.268537492507023,-0.721596146631336,0.723158534219238,-0.0781180117180761,1.01718593063665,-0.469770707911355,-0.0368742289296486,NA,NA,0.37745411747055,0.0367426291718997,0.200029133420411,-0.697344692734592,1.30128338765362,-0.235069758131164,0.68812318193294,0.774900016294131
"HF1903","Betula sp.",17.43,"Harvard Forest",-0.363035156908357,-1.37963758755087,-0.823068122811945,-0.750368383669059,0.166314433171134,-0.76443323890401,-0.847535096750956,2.37924678052284,0.79834362283545,-1.02639361396066,-1.22648625844625,1.38781188880676,NA,NA,-0.543562651094242,-0.773450900951913,-0.968562119719884,-1.17730851189429,0.372174398445647,-0.279123778905937,0.68812318193294,0.774900016294131
"HF1903","Fagus grandifolia",7.78,"Harvard Forest",0.0127247775264797,-1.3101372244222,-0.867986264773297,-0.750368383669059,-0.28547086487134,-1.55207342160492,-1.35129089722944,-0.160088530476014,NA,NA,NA,NA,NA,NA,-2.98558547736099,-2.33433222169892,-1.19115092984184,-1.17730851189429,0.402389324923955,-1.42896328758442,0.68812318193294,0.774900016294131
"HF1903","Quercus rubra",6.52,"Harvard Forest",1.07988299362648,1.56306417554845,-0.740782190126447,-0.692441786720819,2.25523923906855,0.959336669138152,-0.217840346152856,-0.160088530476014,1.00623056983058,-0.157188308174161,0.473300164770192,0.876600987736636,NA,NA,0.231331264765559,0.183218295634962,-0.59016114251255,-0.93732660231444,0.817844564000693,-1.03809472742166,-1.43358996236029,-1.27305002676893
"LS1901","Cordia alliodora",15.39,"La Selva",-2.12159164827056,-0.0765057983180853,1.25813897469471,-0.750368383669059,-0.406567955068292,-0.0607219281302435,-0.217840346152856,NA,NA,NA,NA,NA,NA,NA,-2.98558547736099,-2.33433222169892,-1.19115092984184,-1.17730851189429,0.0095952807059494,0.518874892712272,0.68812318193294,-1.27305002676893
"LS1901","Ficus insipida",20.21,"La Selva",-3.9750769659156,-1.43999316673908,-0.532282278922729,-0.215309581786013,-1.72466320605819,-0.467454153623338,0.789671254804103,-1.04333559517127,-1.9131694574158,-1.56727924007961,1.8794357773313,-1.27551310070283,NA,NA,-1.97822338674325,-1.43716876461266,-0.111595200750334,0.27758181493354,-1.27453909462215,0.861845792703797,-1.43358996236029,0.774900016294131
"LS1901","Luehea seemannii",30.08,"La Selva",0.873336239438143,1.17702290855377,3.45284890465646,1.8731457377577,0.608784570429228,0.203976821793834,-0.469718246392096,-0.712117945910547,-0.886567250032457,1.18976422379522,-0.605301851290738,-1.14142499550411,NA,NA,1.22098149444936,0.869822982180566,3.26062527259737,1.82246535785381,0.485480372739303,2.81204928955215,0.68812318193294,0.774900016294131
"LS1901","Zygia longifolia",15.4,"La Selva",0.0326287359550599,0.388097142075179,1.30999569236401,0.168520256130153,-0.29012844526353,1.1465626142064,2.0490607560003,-1.26414736134508,0.653336061042554,0.0322268916340332,0.86295220198592,-0.353657377461626,NA,NA,0.474869352607211,0.49905645144594,2.09203401945708,1.11751849846301,-0.979943561458643,1.71631639699302,0.68812318193294,-1.27305002676893
"LS1902","Cordia alliodora",14.42,"La Selva",0.0764357172346022,-0.0488871826713308,1.03600649089229,-0.522768741255029,0.650702793958942,0.0748554803674547,0.789671254804103,NA,NA,NA,NA,NA,NA,NA,-0.627693990530449,-0.430148557679111,0.177770252408215,-0.232379742923637,-0.881745050404142,0.206653107892402,0.68812318193294,-1.27305002676893
"LS1902","Ficus insipida",21.99,"La Selva",0.0754987928747528,0.758009578708359,0.382675639670526,0.844316670332184,-0.58821359036372,0.720462187499351,0.789671254804103,-1.04333559517127,-1.9131694574158,-1.56727924007961,1.8794357773313,-1.27551310070283,NA,NA,0.937591719506349,0.636377388755061,1.52443255364608,0.307579553631021,-0.390752495131634,1.05461909166455,-1.43358996236029,0.774900016294131
"LS1902","Luehea seemannii",37.6,"La Selva",-0.328765848808221,0.219565744242974,1.42822899614837,0.876210372428821,-0.173688935458769,-0.306052476840364,0.537793354564864,-0.712117945910547,-0.886567250032457,1.18976422379522,-0.605301851290738,-1.14142499550411,NA,NA,-0.120691971296465,0.380044972444702,0.867795563786293,1.23750945325293,-0.98749729307822,2.34667325801193,0.68812318193294,0.774900016294131
"LS1902","Zygia longifolia",16.13,"La Selva",-0.0635008097951594,0.408135119740834,0.802540711372418,0.217833254444889,0.0265870214054205,1.03035340692266,1.92312180588068,-1.26414736134508,0.653336061042554,0.0322268916340332,0.86295220198592,-0.353657377461626,NA,NA,0.614350257461976,0.416663889060467,1.53556199415218,1.31250379999663,-1.03281968279568,0.665524518915544,0.68812318193294,-1.27305002676893
"LS1903","Cordia bicolor",19.88,"La Selva",0.674633040495914,0.93069960853006,1.06974813036826,-0.364313294519496,1.65208257827989,0.158784352294601,0.537793354564864,NA,NA,NA,NA,NA,NA,NA,0.311034638968282,-0.361488089024551,0.778760039737509,-0.0223955720412701,-0.534273395903598,1.71040310561386,-1.43358996236029,0.774900016294131
"LS1903","Luehea seemannii",17,"La Selva",0.432113806503856,0.607511628368266,0.794858767865634,-0.43391336939274,1.72194628416275,-0.822537842545881,0.285915454325623,-0.712117945910547,-0.886567250032457,1.18976422379522,-0.605301851290738,-1.14142499550411,NA,NA,0.620992205312202,0.467014899407145,1.29071430301802,0.0525987747024323,-1.11591073061103,0.378138557888164,0.68812318193294,0.774900016294131
"LS1903","Schnella guianensis",9.87,"La Selva",0.41091814269856,0.613959552140941,0.65520793720782,0.615229450482883,0.660017954743323,1.21112328491959,0.285915454325623,NA,NA,NA,NA,NA,NA,NA,-0.331020319886982,-0.443880651410023,0.255676335950901,0.307579553631021,0.538356494076342,0.346206784440678,-1.43358996236029,0.774900016294131
"LS1903","Trophis racemose",12.32,"La Selva",0.862833865904892,0.958490060399222,0.321202429893877,0.283474043469564,0.170972013563325,1.12073834592113,2.30093865623954,NA,NA,NA,NA,NA,NA,NA,0.51250705709183,0.508211180599881,-0.0893363197381383,0.307579553631021,-1.20655551004595,0.376364570474415,-1.43358996236029,0.774900016294131
"MD1901","Acer rubrum",18.28,"SERC",-0.641918494291185,-0.838454621303217,-0.546387489162646,-0.579509267472674,1.68002806063303,-1.53270522039097,-1.35129089722944,-0.270494413562921,NA,NA,NA,NA,-0.882837183977658,0.888006634754214,-0.0941241798955571,0.0733615457876652,-0.267407367835707,-0.502359391200966,0.183331107956221,-0.401824575023595,0.68812318193294,0.774900016294131
"MD1901","Fagus grandifolia",8.9,"SERC",0.215541704906864,-0.290145342557423,-0.788681412685417,-0.750368383669059,0.166314433171134,-2.84328683586871,-1.98098564782754,-0.491306179736734,NA,NA,NA,NA,-0.475434696267813,-0.0929968634097645,0.218047369065106,0.00927844171007568,-0.801620512128413,-1.17730851189429,-0.700455491534293,-1.24151195086491,0.68812318193294,0.774900016294131
"MD1901","Quercus alba",10.74,"SERC",0.720533798997156,0.735425089705136,-0.510016198456358,-0.542896606251666,-0.821092609973243,-0.0930022634868383,-0.721596146631336,0.115926177241252,NA,NA,NA,NA,1.42290221301862,-1.30989484436924,0.789254884184616,0.901864534219361,-0.111595200750334,-0.292375220318599,0.976472928011811,-0.383493371748186,-1.43358996236029,-1.27305002676893
"MD1901","Quercus falcata",8.3,"SERC",0.305900112393868,0.472527967492356,-0.447434018762696,-0.750368383669059,-0.620816653109053,-0.628855830406312,-0.973474046870576,0.745239710836619,NA,NA,NA,NA,-0.830264669898928,0.652112151958714,0.271182951866921,0.485324357715028,-0.167242403280825,-1.17730851189429,0.795183369141962,-0.529551668813542,0.68812318193294,-1.27305002676893
"MD1902","Acer rubrum",5.23,"SERC",-0.771206609320432,-0.892105723325341,-0.293630159182155,-0.461284481085336,-0.304101186440102,-0.570751226764441,0.285915454325623,-0.270494413562921,NA,NA,NA,NA,-0.882837183977658,0.888006634754214,-0.127333919146692,-0.306559714100902,0.144381930889921,-0.0823910494362321,-0.874191318784564,-1.23441600120992,0.68812318193294,0.774900016294131
"MD1902","Fagus grandifolia",16.6,"SERC",-0.388462517089413,-0.744336346116125,-0.867986264773297,-0.750368383669059,0.646045213566752,-0.20275540369926,-0.217840346152856,-0.491306179736734,NA,NA,NA,NA,-0.475434696267813,-0.0929968634097645,-0.229177119516837,-0.55373740125732,-1.19115092984184,-1.17730851189429,-0.141479351685591,-0.702811106223053,0.68812318193294,0.774900016294131
"MD1902","Platanus occidentalis",23.87,"SERC",-1.53356569167633,-1.54931066685834,-0.867986264773297,-0.750368383669059,-0.99342308448429,-0.415805617052786,0.285915454325623,0.391940884958518,NA,NA,NA,NA,-0.885251931999647,1.54352111098402,-1.29188877555314,-1.47378768122843,-1.19115092984184,-1.17730851189429,-0.843976392306256,0.475116536506457,-1.43358996236029,0.774900016294131
"MD1902","Quercus alba",NA,"SERC",0.749834059887907,0.66748841362493,-0.473447560805145,-0.226341720039723,NA,-0.977483452257536,0.0340375540863837,0.115926177241252,NA,NA,NA,NA,1.42290221301862,-1.30989484436924,0.48372528307418,0.956792909143009,0.500524027085058,1.02752528237056,-1.01771221955653,NA,-1.43358996236029,-1.27305002676893
"MD1903","Fagus grandifolia",11.37,"SERC",-0.333755161352089,-0.629236761217152,-0.785150216316663,-0.750368383669059,-0.504377143304292,0.132960084009325,-0.343779296272476,-0.491306179736734,NA,NA,NA,NA,-0.475434696267813,-0.0929968634097645,-0.182683484565249,-0.215012422561488,-0.801620512128413,-1.17730851189429,0.357066935206493,-0.75780471604928,0.68812318193294,0.774900016294131
"MD1903","Quercus alba",10.34,"SERC",0.892935571151597,1.5308168995348,-0.635198831890134,2.36625149504772,-0.863010833502957,0.455763437575273,-0.469718246392096,0.115926177241252,NA,NA,NA,NA,1.42290221301862,-1.30989484436924,0.410663856721685,0.993411825758774,-0.234019046317413,1.23750945325293,0.893381880196463,-0.251626973992824,-0.372733390213676,-1.27305002676893
"MD1903","Quercus falcata",7.7,"SERC",0.442244892216987,0.330439007796033,-0.682722240551401,-0.244171676563152,-1.45918112370334,0.391202766862084,-0.595657196511716,0.745239710836619,NA,NA,NA,NA,-0.830264669898928,0.652112151958714,0.51250705709183,1.03918547152848,-0.311925129860099,0.0375999053536919,1.1124400971642,-0.468053438470234,0.68812318193294,-1.27305002676893
"MD1903","Quercus montana",8.05,"SERC",0.499395831101283,0.950390690271979,-0.745325194614799,1.09293858257024,-0.49040440212772,0.843127461854411,-0.595657196511716,-1.92658265986652,NA,NA,NA,NA,0.0461508764817925,0.894811283296392,0.826892588669235,1.2863631586849,-0.623549464030844,1.64247892566892,1.5732177259584,-0.696897814843889,0.68812318193294,-1.27305002676893
